rule_lhs	rule_rhs	lhs	rhs	judgment	confidence
blame for	result in	harmful greenhouse gas emissions blame for global warming	harmful greenhouse gas emissions result in global warming	Yes	1
recommend	reccomend	your healthcare provider recommend Betaseron	your healthcare provider reccomend Betaseron	Yes	1
go to look for	begin to look for	Pat go to look for an apartment	Pat begin to look for an apartment	Yes	1
be the centre of	be a center for	the earth be the centre of the universe	the earth be a center for the universe	Yes	1
ship	be dispatched	Orders ship the next business day	Orders be dispatched the next business day	Yes	1
need to return to	try to get to	Students need to return to their lockers	Students try to get to their lockers	Yes	1
be introduced into	be added to	HIV be introduced into the gay population	HIV be added to the gay population	Yes	1
be measured in	be measured as	The amplitude be measured in decibels	The amplitude be measured as decibels	Yes	1
have a stockpile of	stock up on	Hezbollah have a stockpile of 40,000 rockets	Hezbollah stock up on 40,000 rockets	Yes	1
voice	make no secret of	Iraqis voice their opinions	Iraqis make no secret of their opinions	Yes	1
meet on	visit on	the board meet on April 20	the board visit on April 20	Yes	1
notify	advise	The Organiser notify the Consumer	The Organiser advise the Consumer	Yes	1
be advised for	be advised to take@R@	genetic counseling be advised for couples	couples be advised to take genetic counseling	Yes	1
have many benefit for	have a beneficial effect on	the partnership have many benefit for both companies	the partnership have a beneficial effect on both companies	Yes	1
describe	discuss	The committee describe its recommendations	The committee discuss its recommendations	Yes	1
win	pick up	the Pats win that game	the Pats pick up that game	Yes	1
be rare in	be a rarity in	anaphylactic reactions be rare in patients	anaphylactic reactions be a rarity in patients	Yes	1
send to	be addressed to	any form of electronic , verbal , or written communication send to the Licensor	any form of electronic , verbal , or written communication be addressed to the Licensor	Yes	1
feature lot of	feature a variety of	the City feature lot of blogs	the City feature a variety of blogs	Yes	1
engage in	undertake	Others engage in applied research	Others undertake applied research	Yes	1
blaze with	be filled with	the eyes blaze with excitement	the eyes be filled with excitement	Yes	1
be important for	be important in	Links be important for your web pages	Links be important in your web pages	Yes	1
be available in	be translated into	The application be available in three languages	The application be translated into three languages	Yes	1
appear as	be displayed as	these statements appear as an argument	these statements be displayed as an argument	Yes	1
tie	bind	Transitions tie one paragraph	Transitions bind one paragraph	Yes	1
be used on	be suited for	This information be used on an article	This information be suited for an article	Yes	1
click on	do click on	somebody click on your ad	somebody do click on your ad	Yes	1
decide to support	intend to vote for	voters decide to support the Democratic Party	voters intend to vote for the Democratic Party	Yes	1
be treat	help treat	theobromine be treat high blood pressure	theobromine help treat high blood pressure	Yes	1
consider	evaluate	others consider a purchase	others evaluate a purchase	Yes	1
change a lot in	come a long way in	Things change a lot in three decades	Things come a long way in three decades	Yes	1
be the king of	become the king of	The sun be the king of the planets	The sun become the king of the planets	Yes	1
mention	involve	The article mention the king	The article involve the king	Yes	1
be directed towards	be oriented towards	Professional development be directed towards individuals	Professional development be oriented towards individuals	Yes	1
be available to	be granted to	Our services be available to museums	Our services be granted to museums	Yes	1
disappear to	vanish to	The clerk disappear to the back	The clerk vanish to the back	Yes	1
be given a certain amount of	have a reasonable amount of	Statistics be given a certain amount of respect	Statistics have a reasonable amount of respect	Yes	1
be all around	be all over	autism be all around the globe	autism be all over the globe	Yes	1
be cut in	fall by	Illiteracy be cut in half	Illiteracy fall by half	Yes	1
come in	be put in	the beer come in a bottle	the beer be put in a bottle	Yes	1
prefer	go with	elephants prefer peanuts	elephants go with peanuts	Yes	1
determine	help determine	A positive outlook determine a positive outcome	A positive outlook help determine a positive outcome	Yes	1
be re-elected as	be appointed	Lula be re-elected as President of Brazil	Lula be appointed President of Brazil	Yes	1
be announced in	be announced on	Preliminary results be announced in June	Preliminary results be announced on June	Yes	1
have a variety of	have a wide range of	the kit have a variety of uses	the kit have a wide range of uses	Yes	1
employ more than	have a membership of	Our company employ more than 400 workers	Our company have a membership of 400 workers	Yes	1
pay attention to	listen to	the public pay attention to the warning	the public listen to the warning	Yes	1
put link to	make a link to	all your friends put link to this website	all your friends make a link to this website	Yes	1
want to have	be interested in have	Teens want to have their own space	Teens be interested in have their own space	Yes	1
meet on	meet	The Committee meet on February 18	The Committee meet February 18	Yes	1
clarify	explain	the McCain campaign clarify the remarks	the McCain campaign explain the remarks	Yes	1
be important to	impact	prescription medication be important to many people	prescription medication impact many people	Yes	1
experience	begin to experience	The region experience more rainfall	The region begin to experience more rainfall	Yes	1
be used in	be used throughout	an img element be used in a SMIL container	an img element be used throughout a SMIL container	Yes	1
be open to	be appropriate for	The survey be open to students	The survey be appropriate for students	Yes	1
stand for	be the abbreviation for	URL stand for Uniform Resource Locator	URL be the abbreviation for Uniform Resource Locator	Yes	1
have a special meaning to	have meaning to	various things have a special meaning to him	various things have meaning to him	Yes	1
be released as	be published as	The soundtrack be released as an album	The soundtrack be published as an album	Yes	1
become aware of	be aware of	UNICEF become aware of the importance	UNICEF be aware of the importance	Yes	1
be done in	be undertaken in	This project be done in collaboration	This project be undertaken in collaboration	Yes	1
be done with	be made with	Bonding be done with composite fillings	Bonding be made with composite fillings	Yes	1
accommodate up to	cater for to	The trunk accommodate up to 16 cubic feet of cargo	The trunk cater for to 16 cubic feet of cargo	Yes	1
be sold throughout	be bought in	These dogs be sold throughout America	These dogs be bought in America	Yes	1
generate	return	different methods generate different results	different methods return different results	Yes	1
