rule_lhs	rule_rhs	lhs	rhs	judgment	confidence
say to	reply to	David say to his mother	David reply to his mother	No	1
love to play	need to play	Many people love to play basketball	Many people need to play basketball	No	1
ruin	do wonder for	errors ruin your credit scores	errors do wonder for your credit scores	No	1
be new to	be familiar with	individuals be new to Linux	individuals be familiar with Linux	No	1
be jealous of	love all of	angels be jealous of men	angels love all of men	No	1
go into	leave	3 guys go into a bar	3 guys leave a bar	No	1
purchase	merge with	others purchase the game	others merge with the game	No	1
blame	violate	India blame Pakistan	India violate Pakistan	No	1
be afraid of	feel sorry for	Elijah be afraid of him	Elijah feel sorry for him	No	1
have vision of	remind she of	Harry have vision of his father	Harry remind she of his father	No	1
be big business in	continue to grow in	Agriculture be big business in the United States	Agriculture continue to grow in the United States	No	1
stay	need to stay	the guests stay the night	the guests need to stay the night	No	1
be impressed with	be disappointed in	The producer be impressed with his work	The producer be disappointed in his work	No	1
search for	look for@R@	many people search for a physician	a physician look for many people	No	1
study	be awarded the nobel prize in	The Department of Health study the report	The Department of Health be awarded the nobel prize in the report	No	1
win	lose	Boston win eight straight	Boston lose eight straight	No	1
get to know	email	Students get to know their communities	Students email their communities	No	1
be introduced as	be more than	The Porsche Carrera GT be introduced as a 2004 model	The Porsche Carrera GT be more than a 2004 model	No	1
be available to	be restricted to	Milk be available to children	Milk be restricted to children	No	1
be jealous of	feel sorry for	angels be jealous of men	angels feel sorry for men	No	1
be ok for	be common for	Bankruptcy be ok for the companies	Bankruptcy be common for the companies	No	1
speak about	write of	Barack Obama speak about his economic stimulus package	Barack Obama write of his economic stimulus package	No	1
construct	rebuild	The organization construct a Web site	The organization rebuild a Web site	No	1
take full advantage of	have nothing to do with	This program take full advantage of the Windows interface	This program have nothing to do with the Windows interface	No	1
feel the same way as	do the same as	Ada feel the same way as Inman	Ada do the same as Inman	No	1
arrange	be happy to arrange	My parents arrange a marriage	My parents be happy to arrange a marriage	No	1
stop	continue	the bell stop ringing	the bell continue ringing	No	1
do no damage to	cause the destruction of	The program do no damage to any data	The program cause the destruction of any data	No	1
lay my hand on	take hold of	him lay my hand on his back	him take hold of his back	No	1
be put on	be removed from	These dates be put on the web site	These dates be removed from the web site	No	1
be new to	be into	student be new to computers	student be into computers	No	1
have support for	play nice with	the software have support for laptop	the software play nice with laptop	No	1
plan	make the most of	The competition plan better service	The competition make the most of better service	No	1
ignore	reject	Most people ignore this commandment	Most people reject this commandment	No	1
vote in	vote against	the committee vote in favor of the bill	the committee vote against favor of the bill	No	1
have dominion over	ride upon	him have dominion over the fishes of the sea	him ride upon the fishes of the sea	No	1
want to hire	fire	A CEO want to hire the best	A CEO fire the best	No	1
cook on	turn off	guests cook on their own	guests turn off their own	No	1
be raised in	relocate to	Susan be raised in the city	Susan relocate to the city	No	1
be separate from	be one with	these two energies be separate from each other	these two energies be one with each other	No	1
tie	untie	Transitions tie one paragraph	Transitions untie one paragraph	No	1
search in	do a quick search on	him search in the king 's library	him do a quick search on the king 's library	No	1
fit	dominate	the diets fit their lifestyle	the diets dominate their lifestyle	No	1
return from	leave for	Lenin return from Switzerland	Lenin leave for Switzerland	No	1
collect	distribute	Yahoo! collect order information	Yahoo! distribute order information	No	1
think about	get over	most people think about Autism	most people get over Autism	No	1
be given a tour of	file out of	students be given a tour of the medical school	students file out of the medical school	No	1
notify	authorize	The Organiser notify the Consumer	The Organiser authorize the Consumer	No	1
be dedicated by	be renamed by	The ietf be dedicated by the internet architecture board	The ietf be renamed by the internet architecture board	No	1
end up make	plan to make	Google end up make billions	Google plan to make billions	No	1
request	qualify for	those individuals request documentation	those individuals qualify for documentation	No	1
be co-chair of	be coordinator of	Rick be co-chair of The Foundation	Rick be coordinator of The Foundation	No	1
move with	enjoy spend time with	The prince move with his daughter	The prince enjoy spend time with his daughter	No	1
search for	apply for	Users search for lessons	Users apply for lessons	No	1
tease	sit next to	The guys tease their fans	The guys sit next to their fans	No	1
describe	present	a user describe objects	a user present objects	No	1
cope with	suffer through	countries cope with climate change	countries suffer through climate change	No	1
be born in	be brought up in	Thomas Gainsborough be born in Sudbury	Thomas Gainsborough be brought up in Sudbury	No	1
leave out	ask	This one leave out the little guy	This one ask the little guy	No	1
attend	be a senior at	others attend the evening	others be a senior at the evening	No	1
be released for	be first released on	This theme be released for free	This theme be first released on free	No	1
be into	be addicted to	your teen be into music	your teen be addicted to music	No	1
start use	forget about	Manufacturers start use electronic systems	Manufacturers forget about electronic systems	No	1
serve	allow	Health information management professionals serve the healthcare industry	Health information management professionals allow the healthcare industry	No	1
let play	have time to play	guys let play this game	guys have time to play this game	No	1
confirm receipt of	reserve the right to reject	the High Court confirm receipt of the appeal	the High Court reserve the right to reject the appeal	No	1
set up	found	Parents set up the furniture	Parents found the furniture	No	1
have a change in	need to provide proof of	Idaho have a change in law	Idaho need to provide proof of law	No	1
wish to add to	add the item to	the customer wish to add to the shopping cart	the customer add the item to the shopping cart	No	1
